"Erysipelas or Cellulitis","Patients typically develop symptoms including high fevers, shaking, chills, fatigue, headaches, vomiting, and general illness within 48 hours of the initial infection. The erythematous skin lesion enlarges rapidly and has a sharply demarcated raised edge. It appears as a red, swollen, warm, hardened and painful rash, similar in consistency to an orange peel. More severe infections can result in vesicles, bullae, and petechiae, with possible skin necrosis. Lymph nodes may be swollen, and lymphedema may occur. Occasionally, a red streak extending to the lymph node can be seen.The infection may occur on any part of the skin including the face, arms, fingers, legs and toes, but it tends to favor the extremities. Fat tissue is most susceptible to infection, and facial areas typically around the eyes, ears, and cheeks. Repeated infection of the extremities can lead to chronic swelling (lymphadenitis)."
"Rickettsia Sibirica Mongolotimonae Infection","na"
"Infectious mononucleosis or EBV infection","The signs and symptoms of infectious mononucleosis vary with age.In adolescence and young adulthood, the disease presents with a characteristic triad:Fever – usually lasting 10–14 days; often mild, especially in the last 5–7 days.Sore throat (acute pharyngitis) – usually severe for 3–5 days, before resolving in the next 7–10 days.Swollen glands (lymphadenopathy) –  mobile; usually located around the back of the neck (posterior cervical lymph nodes) and sometimes throughout the body.Another major symptom is fatigue.Headaches are common, and abdominal pains with nausea or vomiting sometimes also occur. Symptoms most often disappear after about 2–3 weeks. However, fatigue and a general feeling of being unwell may sometimes last for months. Fatigue lasts more than one month in an estimated 9–22% of cases. In cases where fatigue lingers, it generally passes spontaneously within 2 years. Mild fever, swollen neck glands and body aches may also persist beyond 4 weeks. Most people are able to resume their usual activities within 2–3 months.The most prominent sign of the disease is often the pharyngitis, which is frequently accompanied by enlarged tonsils with pus—an exudate similar to that seen in cases of strep throat. In about 50% of cases, small reddish-purple spots called petechiae can be seen on the roof of the mouth. Palatal enanthem can also occur, but is relatively uncommon.Enlargement of the spleen is common in the second and third weeks, although this may not be apparent on physical examination; some enlargement of the liver may also be present. Jaundice occasionally occurs.A small minority of people spontaneously present a rash, usually on the arms or trunk, which can be macular (morbilliform) or papular. Almost all people given amoxicillin or ampicillin eventually develop a generalized, itchy maculopapular rash, which however does not imply that the person will have adverse reactions to penicillins again in the future. Occasional cases of erythema nodosum and erythema multiforme have been reported.Infectious mononucleosis mainly affects younger adults. When older adults do catch the disease, they less often have characteristic signs and symptoms such as the sore throat and lymphadenopathy. Instead, they may primarily experience prolonged fever, fatigue, malaise and body pains. They are more likely to have liver enlargement and jaundice. People over 40 years of age are more likely to develop serious illness. (See #Prognosis.)In infancy and pre-adolescence, the disease produces only flu-like symptoms, if any at all. When found, symptoms tend to be similar to those of common throat infections (mild pharyngitis, with or without tonsillitis).The exact length of the incubation period is unclear. A review of the literature made a speculative estimate of 33–49 days. In adolescents and young adults, symptoms are thought to appear around 4–6 weeks after initial infection. Onset is often gradual, though it can be abrupt. The main symptoms may be preceded by 1–2 weeks of fatigue, malaise and body aches."
"Protothecosis & Chlorellosis","na"
"Lobomycosis","The disease is endemic in rural regions in South America and Central America.Infection most commonly develops after minor scratches or insect bites, but many patients cannot recall any skin trauma. Human-to-human transmission does not occur, and the disease is only acquired from the environment. The appearances are of a chronic keloidal nodular lesions occur on the face, ears, or extremities.Diagnosis of Lobo's Disease is made by taking a sample of the infected skin (a skin biopsy) and examining it under the microscope. Lacazia loboi is characterized by long chains of spherical cells interconnected by tubules. The cells appear to be yeast-like with a diameter of 5 to 12 μm. Attempts to culture L. loboi have so far been unsuccessful."
"Pertussis","The classic symptoms of pertussis are a paroxysmal cough, inspiratory whoop, and fainting and/or vomiting after coughing. The cough from pertussis has been documented to cause subconjunctival hemorrhages, rib fractures, urinary incontinence, hernias, post-cough fainting, and vertebral artery dissection. Violent coughing can cause the pleura to rupture, leading to a pneumothorax. If there is vomiting after a coughing spell or an inspiratory whooping sound on coughing, the likelihood almost doubles that the illness is pertussis. On the other hand, the absence of a paroxysmal cough or posttussive emesis makes it almost half as likely.The incubation period is typically seven to ten days with a range of four to 21 days and rarely may be as long as 42 days, after which there are usually mild respiratory symptoms, mild coughing, sneezing, or runny nose. This is known as the catarrhal stage. After one to two weeks, the coughing classically develops into uncontrollable fits, each with five to ten forceful coughs, followed by a high-pitched  whoop  sound in younger children, or a gasping sound in older children, as the patient struggles to breathe in afterwards (paroxysmal stage).Fits can occur on their own or can be triggered by yawning, stretching, laughing, eating or yelling; they usually occur in groups, with multiple episodes every hour around the clock. This stage usually lasts two to eight weeks, or sometimes longer. A gradual transition then occurs to the convalescent stage, which usually lasts one to two weeks. This stage is marked by a decrease in paroxysms of coughing, both in frequency and severity, and a cessation of vomiting. A tendency to produce the  whooping  sound after coughing may remain for a considerable period after the disease itself has cleared up."
"Clostridium difficile colitis","Symptoms range from mild diarrhea to severe life-threatening colitis. In adults, a clinical prediction rule found the best signs to be: significant diarrhea ( new onset of more than three partially formed or watery stools per 24-hour period ), recent antibiotic exposure, abdominal pain, fever (up to 40.5°C or 105°F), and a distinctive foul stool odour. In a population of hospitalized patients, prior antibiotic treatment plus diarrhea or abdominal pain had a sensitivity of 86% and a specificity of 45%. In this study with a prevalence of positive cytotoxin assays of 14%, the positive predictive value was 20% and the negative predictive value was 95%."
"Entomophthoramycosis","Entomophthoramycosis (or Entomophthoromycosis:) is a mycosis caused by Entomophthorales.Examples include basidiobolomycosis and conidiobolomycosis.Treatment for phycomycosis s very difficult and includes surgery when possible. Postoperative recurrence is common. Antifungal drugs show only limited effect on the disease, but itraconazole and terbinafine hydrochloride are often used for two to three months following surgery. Humans with Basidiobolus infections have been treated with amphotericin B and potassium iodide. For pythiosis and lagenidiosis, a new drug targeting water moulds called caspofungin is available, but it is very expensive.Immunotherapy has been used successfully in humans and horses with pythiosis. Treatment for skin lesions is traditionally with potassium iodide, but itraconazole has also been used successfully."
"Typhus-Epidemic","Symptoms include severe headache, a sustained high fever, cough, rash, severe muscle pain, chills, falling blood pressure, stupor, sensitivity to light, delirium and death. A rash begins on the chest about five days after the fever appears, and spreads to the trunk and extremities. A symptom common to all forms of typhus is a fever which may reach 39 °C (102°F).Brill-Zinsser disease, first described by Nathan Brill in 1913 at Mount Sinai Hospital in New York City, is a mild form of epidemic typhus which recurs in someone after a long period of latency (similar to the relationship between chickenpox and shingles). This recurrence often occurs in times of relative immunosuppression, which is often in the context of malnutrition and other illnesses. In combination with poor sanitation and hygiene which leads to a greater density of lice, this reactivation is why typhus forms epidemics in times of social chaos and upheaval."
"Trachoma","The bacterium has an incubation period of 5 to 12 days, after which the affected individual experiences symptoms of conjunctivitis, or irritation similar to  pink eye.  Blinding endemic trachoma results from multiple episodes of reinfection that maintains the intense inflammation in the conjunctiva. Without reinfection, the inflammation will gradually subside.The conjunctival inflammation is called “active trachoma” and usually is seen in children, especially pre-school children. It is characterized by white lumps in the undersurface of the upper eyelid (conjunctival follicles or lymphoid germinal centres) and by non-specific inflammation and thickening often associated with papillae. Follicles may also appear at the junction of the cornea and the sclera (limbal follicles). Active trachoma will often be irritating and have a watery discharge. Bacterial secondary infection may occur and cause a purulent discharge.The later structural changes of trachoma are referred to as “cicatricial trachoma”. These include scarring in the eyelid (tarsal conjunctiva) that leads to distortion of the eyelid with buckling of the lid (tarsus) so the lashes rub on the eye (trichiasis). These lashes will lead to corneal opacities and scarring and then to blindness. Linear scar present in the Sulcus subtarsalis is called Arlt's line (named after Carl Ferdinand von Arlt). In addition, blood vessels and scar tissue can invade the upper cornea (pannus). Resolved limbal follicles may leave small gaps in pannus (Herbert’s Pits).Most commonly children with active trachoma will not present with any symptoms as the low grade irritation and ocular discharge is just accepted as normal. However, further symptoms may include:Eye dischargeSwollen eyelidsTrichiasis (turned-in eyelashes)Swelling of lymph nodes in front of the earsSensitivity to bright lightsIncreased heart rateFurther ear, nose and throat complications.The major complication or the most important one is corneal ulcer occurring due to rubbing by concentrations, or trichiasis with superimposed bacterial infection."
"Venezuelan Equine Encephalitis","Venezuelan equine encephalitis virus is a mosquito-borne viral pathogen that causes Venezuelan equine encephalitis or encephalomyelitis (VEE). VEE can affect all equine species, such as horses, donkeys, and zebras. After infection, equines may suddenly die or show progressive central nervous system disorders. Humans also can contract this disease. Healthy adults who become infected by the virus may experience flu-like symptoms, such as high fevers and headaches. People with weakened immune systems and the young and the elderly can become severely ill or die from this disease.The virus that causes VEE is transmitted primarily by mosquitoes that bite an infected animal and then bite and feed on another animal or human. The speed with which the disease spreads depends on the subtype of the VEE virus and the density of mosquito populations. Enzootic subtypes of VEE are diseases endemic to certain areas. Generally these serotypes do not spread to other localities. Enzootic subtypes are associated with the rodent-mosquito transmission cycle. These forms of the virus can cause human illness but generally do not affect equine health.Epizootic subtypes, on the other hand, can spread rapidly through large populations. These forms of the virus are highly pathogenic to equines and can also affect human health. Equines, rather than rodents, are the primary animal species that carry and spread the disease. Infected equines develop an enormous quantity of virus in their circulatory system. When a blood-feeding insect feeds on such animals, it picks up this virus and transmits it to other animals or humans. Although other animals, such as cattle, swine, and dogs, can become infected, they generally do not show signs of the disease or contribute to its spread.The virion is spherical and approximately 70 nm in diameter. It has a lipid membrane with glycoprotein surface proteins spread around the outside. Surrounding the nuclear material is a nucleocapsid that has an icosohedral symmetry of T = 4, and is approximately 40 nm in diameter.Serology testing performed on this virus has shown the presence of six different subtypes (classified I to VI). These have been given names, including Mucambo, Tonate, and Pixuna subtypes. There are seven different variants in subtype I, and three of these variants, A, B, and C are the epizootic strains.The Mucambo virus (subtype III) appears to have evolved ~1807 AD (95% credible interval: 1559 - 1944).Outbreaks of Venezuelan equine encephalitis virus occurred in Central American and South American countries. This virus was isolated in 1938, and outbreaks have been reported in many different countries since then. Mexico, Colombia, Venezuela, and the United States are just some of the countries that have reported outbreaks.Between December 1992 and January 1993, the Venezuelan state of Trujillo experienced an outbreak of this virus. Overall, 28 cases of the disease were reported along with 12 deaths. June 1993 saw a bigger outbreak, as 55 humans died as well as 66 equine deaths.A much larger outbreak in Venezuela and Colombia occurred in 1995. On May 23, 1995, equine encephalitis-like cases were reported in the northwest portion of the country. Eventually, the outbreak spread more towards the north as well as to the south. The outbreak caused about 11,390 febrile cases in humans as well as 16 deaths. About 500 equine cases were reported with 475 deaths.An outbreak of this disease occurred on Colombia in September 1995. This outbreak resulted in 14,156 human cases that were attributable to Venezuelan equine encephalitis virus with 26 human deaths. A possible explanation for the serious outbreaks was the particularly heavy rain that had fallen. This could have caused increased numbers of mosquitoes that could serve as vectors for the disease. A more likely explanation is that deforestation caused a change in mosquito species. Culex taenopius mosquitos, which prefer rodents, were replaced by Ochlerotatus taeniorhynchus mosquitos, which are more likely to bite humans and large equines.Currently treatment of VEEV infection is mostly supportive because there are no specific drugs for alphaviruses.There is currently a vaccine available for both humans and horses. The live attenuated vaccine known as TC-83 is a strain of VEEV that was passed 83 times in guinea pig heart cells. There is also an inactivated form of the vaccine known as C-84 derived from the TC-83 strain. Currently only the C-84 vaccine is licensed for use in horses in the U.S. although countries such as Mexico and Colombia still produce the live vaccine for horses.In the U.S., only at risk military and laboratory personnel are vaccinated with the TC-83 strain and some receive C-84 boosters if initial vaccination did not produce sufficient immunity. The vaccine does have side effects that ranged from mild to moderate and did not provide full protection of nonhuman primates challenged by aerosol exposure the route of transmission most likely if VEEV were to be used in a biological terrorist attack.During the Cold War, both the United States biological weapons program and the Soviet biological weapons program researched and weaponized VEE.In April 2009, the U.S. Army Medical Research Institute of Infectious Diseases at Fort Detrick reported that samples of Venezuelan equine encephalitis virus were discovered missing during an inventory of a group of samples left by a departed researcher. The report stated the samples were likely among those destroyed when a freezer malfunctioned.  PAHO: Equine Encephalitis in the Event of a Disaster . Retrieved 2007-03-17.   PAHO Epidemiological Bulletin: Outbreak of Venezuelan Equine Encephalities . Retrieved 2007-03-17.   PATHINFO: Venezuelan Equine Encephalitis Virus . Retrieved 2007-03-17.  Army: 3 vials of virus samples missing from Maryland facility . CNN. 2009-04-22. Retrieved 2009-04-23. "
"Schistosomiasis-mekongi","Schistosoma mekongi is a trematode, also known as a flatworm or fluke. It is one of the five major schistosomes that account for all human infections, the other four being S. haematobium, S. mansoni, S. japonicum, and S. intercalatum. This trematode causes schistosomiasis in humans, which is the second most common parasitic disease afflicting humans.Freshwater snail Neotricula aperta serves as an intermediate host for Schistosoma mekongi."
"Filariasis-Brugia malayi","na"
"Rat Bite Fever-Streptobacillary","Symptoms will be different for every person and will be different depending on the type of rat bite fever that a person is infected with. Both spirillary rat bite fever and streptobacillary rat bite fever have a few individual symptoms although most symptoms are crossovers. Streptobacillary is most commonly found in the United States and spirillary rat bite fever is generally diagnosed in patients in Africa and other countries. Rat bite symptoms are visually seen in most cases and include inflammation around the open sore. A rash can also spread around the area and appear red or purple. Other symptoms associated with streptobacillary rat bite fever include chills, fever, vomiting, headaches, and muscle aches. Joints can also become painfully swollen and pain can be experienced in the back. Along with rash and swollen joints, skin irritations like ulcers or inflammation can develop on the hands and feet. Wounds will heal slowly, so it is possible that symptoms will come and go over the course of a few months. It is important to contact a physician and report these symptoms immediately.Symptoms associated with spirillary rat bite fever include issues with the lymph nodes. The lymph nodes which lie in the lymphatic system will often swell or inflame as a reaction to the disease or infection. The most common locations of lymph node swelling are in the neck, groin and underarm. Symptoms generally appear within two to ten days of exposure to the affected animal. It will begin with the fever and will progress to the rash that will appear on the hands and feet within two to four days. Rash will appear all over the body with this form of the infection and will rarely cause symptoms of joint pain."
"North Asian Tick Typhus","North Asian tick typhus (or North Asian tick fever), also known as Siberian tick typhus, is a condition characterized by a maculopapular rash.It is associated with Rickettsia sibirica."
"Sparganosis",""
"Ross River Disease","Symptoms of the disease may vary widely in severity, but major indicators are arthralgia, arthritis, fever, and rash. The incubation period is 7–9 days. About a third of infections are asymptomatic, particularly in children.About 95% of symptomatic cases report joint pain. This is typically symmetrical and with acute onset, affecting the fingers, toes, ankles, wrists, back, knees and elbows. Fatigue occurs in 90% and fever, myalgia and headache occur in 50-60%.A rash occurs in 50% of patients and is widespread and maculopapular. Lymphadenopathy occurs commonly; sore throat and coryza less frequently. Diarrhea is rare. About 50% of people report needing time off work with the acute illness. If the rash is unnoticed, these symptoms are quite easily mistaken for more common illnesses like influenza or the common cold. Recovery from the flu symptoms is expected within a month, but, due to the fact that the virus currently cannot be removed once infection has occurred secondary symptoms of joint and muscle inflammation, pain and stiffness can last for many years.Less common manifestations include splenomegaly, hematuria and glomerulonephritis. Headache, neck stiffness, and photophobia may occur. There have been three case reports suggesting meningitis or encephalitis.Reports from the 1980s and 1990s suggested RRV infection was associated with arthralgia, fatigue and depression lasting for years. More recent prospective studies have reported a steady improvement in symptoms over the first few months, with 15-66% of patients having ongoing arthralgia at 3 months. Arthralgias have resolved in the majority by 5–7 months. The incidence of chronic fatigue is 12% at 6 months and 9% at 12 months, similar to Epstein-Barr virus and Q fever. The presence of a premorbid diagnosis of depression strongly influences the chance of significant illness at 12 months."
"Gianotti-Crosti Syndrome","Gianotti–Crosti syndrome mainly affects infants and young children. Children of age as low as 1.5 months is reported to be affected. It is generally recognized as a papular or papulovesicular skin rash occurring mainly on the face and distal aspects of the four limbs. Purpura is generally not seen but may develop following application of tourniquet. However extensive purpura without any hemorrhagic disorder has been reported. The presence of less florid truncal lesions does not exclude the diagnosis. Lymphadenopathy and hepatomegaly are sometimes noted. Raised liver transaminases with no rise in conjugated and unconjugated bilirubin are sometimes detectable, although the absence of such does not exclude the diagnosis. Spontaneous disappearance of the rash usually occurs after 15–60 days."
"Respiratory Syncytial virus Infection","The incubation time (from when you get infected until symptoms arrive) is 4–5 days. For adults, RSV produces only mild symptoms, often indistinguishable from common colds and minor illnesses. The Centers for Disease Control consider RSV to be the  most common cause of bronchiolitis (inflammation of the small airways in the lung) and pneumonia in children under 1 year of age in the United States . For some children, RSV can cause bronchiolitis, leading to severe respiratory illness requiring hospitalization and, rarely, causing death. This is more likely to occur in patients that are immunocompromised or infants born prematurely. Other RSV symptoms common among infants include listlessness, poor or diminished appetite, and a possible fever.Recurrent wheezing and asthma are more common among individuals who suffered severe RSV infection during the first few months of life than among controls; whether RSV infection sets up a process that leads to recurrent wheezing or whether those already predisposed to asthma are more likely to become severely ill with RSV has yet to be determined.Symptoms of pneumonia in immuno-compromised patients such as in transplant patients and especially bone marrow transplant patients should be evaluated to rule out RSV infection. This can be done by means of PCR testing for RSV nucleic acids in peripheral blood samples if all other infectious processes have been ruled out or if it is highly suspicious for RSV such as a recent exposure to a known source of RSV infection.In at least one case, RSV onset appears to have coincided with the onset of type 2 diabetes, and there may be a possible correlation."
"Moniliformis and Macracanthorhynchus","na"
"Angiostrongyliasis","Infection first presents with severe abdominal pain, nausea, vomiting, and weakness, which gradually lessens and progresses to fever, and then to CNS symptoms and severe headache and stiffness of the neck.CNS symptoms begin with mild cognitive impairment and slowed reactions, and in a very severe form often progress to unconsciousness. Patients may present with neuropathic pain early in the infection. Eventually severe infection will lead to ascending weakness, quadriparesis, areflexia, respiratory failure, and muscle atrophy, and will lead to death if not treated. Occasionally patients present with cranial nerve palsies, usually in nerves 7 and 8, and rarely larvae will enter ocular structures. Even with treatment, damage to the CNS may be permanent and result in a variety of negative outcomes depending on the location of the infection, and the patient may suffer chronic pain as a result of infection.Symptoms of eye invasion include visual impairment, pain, keratitis, and retinal edema. Worms usually appear in the anterior chamber and vitreous and can sometimes be removed surgically.The parasite is rarely seen outside of endemic areas, and in these cases patients generally have a history of travel to an endemic area."
"Tropical Sprue","The illness usually starts with an attack of acute diarrhea, fever and malaise following which, after a variable period, the patient settles into the chronic phase of diarrhoea, steatorrhoea, weight loss, anorexia, malaise and nutritional deficiencies. The symptoms of tropical sprue are:DiarrheaSteatorrhea or fatty stool (often foul-smelling and whitish in colour)IndigestionCrampsWeight loss and malnutritionFatigueLeft untreated, nutrient and vitamin deficiencies may develop in patients with tropical sprue. These deficiencies may have the following symptoms:Vitamin A deficiency: hyperkeratosis or skin scalesVitamin B12 and folic acid deficiencies: anaemiaVitamin D and calcium deficiencies: spasm, bone pain, numbness and tingling sensationVitamin K deficiency: bruisesTropical sprue was responsible for one-sixth of all casualties sustained by the Allied forces in India and Southeast Asia during World War II."
"Candidiasis","Symptoms of candidiasis vary depending on the area affected. Most candidial infections result in minimal complications such as redness, itching and discomfort, though complications may be severe or even fatal if left untreated in certain populations. In immunocompetent persons, candidiasis is usually a very localized infection of the skin or mucosal membranes, including the oral cavity (thrush), the pharynx or esophagus, the gastrointestinal tract, the urinary bladder, the fingernails or toenails (onychomycosis), and the genitalia (vagina, penis).Candidiasis is a very common cause of vaginal irritation, or vaginitis, and can also occur on the male genitals. In immunocompromised patients, Candida infections can affect the esophagus with the potential of becoming systemic, causing a much more serious condition, a fungemia called candidemia.Thrush is commonly seen in infants. It is not considered abnormal in infants unless it lasts longer than a few weeks.Infection of the vagina or vulva may cause severe itching, burning, soreness, irritation, and a whitish or whitish-gray cottage cheese-like discharge, often with a curd-like appearance. These symptoms are also present in the more common bacterial vaginosis. In a 2002 study published in the Journal of Obstetrics and Gynecology, only 33% of women who were self-treating for a yeast infection actually had a such an infection, while most had either bacterial vaginosis or a mixed-type infection. Symptoms of infection of the male genitalia (balanitis thrush) include red skin around the head of the penis, swelling, irritation, itchiness and soreness of the head of the penis, thick, lumpy discharge under the foreskin, unpleasant odour, difficulty retracting the foreskin (phimosis), and pain when passing urine or during sex.Perianal candidiasis can cause pruritis ani. The lesion can be erythematous, papular or ulcerative in appearance, and it is not considered to be a sexually transmissible disease.Esophageal candidiasis can cause dysphagia (difficulty swallowing), or less commonly odynophagia (painful swallowing)."
"Ehrlichiosis-human monocytic","The most common symptoms include headache, muscle aches, and fatigue. A rash may occur, but is uncommon. Ehrlichiosis can also blunt the immune system, which may lead to opportunistic infections such as candidiasis.Most of the symptoms of ehrlichiosis can likely be ascribed to the immune dysregulation that it causes.Early in infection, production of TNF-alpha, a cellular product that promotes inflammation and immune response, is suppressed.Late in infection, however, production of this substance can be upregulated by 30 fold, which is likely responsible for the  toxic shock-like  syndrome seen in some severe cases of ehrlichiosis. Some cases can present with purpura and in one such case the organisms were present in such overwhelming numbers that in 1991 Dr. Aileen Marty of the AFIP was able to demonstrate the bacteria in human tissues using standard stains, and later proved that the organisms were indeed Ehrlichia using immunoperoxidase stains.Experiments in mouse models further supports this hypothesis, as mice lacking TNF-alpha I/II receptors are resistant to liver injury caused by ehrlichia infection.3% of human monocytic ehrlichiosis cases result in death, however these deaths occur  most commonly in immunosuppressed individuals who develop respiratory distress syndrome, hepatitis, or opportunistic nosocomial infections. "
"MERS Coronavirus infection","Early reports compared the virus to severe acute respiratory syndrome (SARS), and it has been referred to as Saudi Arabia's SARS-like virus. Symptoms of MERS-CoV infection include renal failure and severe acute pneumonia, which often result in a fatal outcome. The first patient had a  7-day history of fever, cough, expectoration, and shortness of breath.  MERS has an estimated incubation period of 12 days."
"Chlamydophila pneumoniae infection","na"
"Eastern Equine Encephalitis","After inoculation by the vector, the virus travels via lymphatics to lymph nodes, and replicates in macrophages and neutrophils, resulting in lymphopenia, leukopenia and fever. Subsequent replication occurs in other organs leading to viremia. Symptoms in horses occur one to three weeks after infection, and begins with a fever that may reach as high as 106 °F (41 °C). The fever usually lasts for 24–48 hours.Nervous signs appear during the fever that include sensitivity to sound, periods of excitement, and restlessness. Brain lesions appear, causing drowsiness, drooping ears, circling, aimless wandering, head pressing, inability to swallow, and abnormal gait. Paralysis follows, causing the horse to have difficulty raising its head. The horse usually suffers complete paralysis and death two to four days after symptoms appear. Mortality rates among horses with the eastern strain range from 70 to 90%.In humans, symptoms include high fever, muscle pain, altered mental status, headache, meningeal irritation, photophobia, and seizures, which occur three to 10 days after the bite of an infected mosquito."
