"MERS Coronavirus infection","Early reports compared the virus to severe acute respiratory syndrome (SARS), and it has been referred to as Saudi Arabia's SARS-like virus.Symptoms of MERS-CoV infection include renal failure and severe acute pneumonia, which often result in a fatal outcome. The first patient had a  7-day history of fever, cough, expectoration, and shortness of breath.  MERS has an estimated incubation period of 12 days."
"Chlamydophila pneumoniae infection","na"
"Eastern Equine Encephalitis","After inoculation by the vector, the virus travels via lymphatics to lymph nodes, and replicates in macrophages and neutrophils, resulting in lymphopenia, leukopenia and fever. Subsequent replication occurs in other organs leading to viremia. Symptoms in horses occur one to three weeks after infection, and begins with a fever that may reach as high as 106 °F (41 °C). The fever usually lasts for 24–48 hours.Nervous signs appear during the fever that include sensitivity to sound, periods of excitement, and restlessness. Brain lesions appear, causing drowsiness, drooping ears, circling, aimless wandering, head pressing, inability to swallow, and abnormal gait. Paralysis follows, causing the horse to have difficulty raising its head. The horse usually suffers complete paralysis and death two to four days after symptoms appear. Mortality rates among horses with the eastern strain range from 70 to 90%.In humans, symptoms include high fever, muscle pain, altered mental status, headache, meningeal irritation, photophobia, and seizures, which occur three to 10 days after the bite of an infected mosquito."
"Conjunctivitis-inclusion","na"
"Rhodococcus Equi Infection","na"
"Spondweni","na"
"Yersiniosis","Infection with Y. enterocolitica can cause a variety of symptoms depending on the age of the person infected, therefore it's often referred to as  monkey of diseases . Common symptoms in children are fever, abdominal pain, and diarrhea, which is often bloody. Symptoms typically develop 4 to 7 days after exposure and may last 1 to 3 weeks or longer. In older children and adults, right-sided abdominal pain and fever may be the predominant symptoms, and may be confused with appendicitis. In a small proportion of cases, complications such as skin rash, joint pains, ileitis, erythema nodosum, and sometimes septicemia, acute arthritis or the spread of bacteria to the bloodstream (bacteremia) can occur."
"Enterobiasis","One third of individuals with pinworm infection are totally asymptomatic. The main symptoms are pruritus ani and perineal pruritus, i.e., itching in and around the anus and around the perineum. The itching occurs mainly during the night, and is caused by the female pinworms migrating to lay eggs around the anus. Both the migrating females and the clumps of eggs are irritating, but the mechanisms causing the intense pruritus have not been explained. The intensity of the itching varies, and it can be described as tickling, crawling sensations, or even acute pain. The itching leads to continuously scratching the area around the anus, which can further result in tearing of the skin and complications such as secondary bacterial infections, including bacterial dermatitis (i.e., skin inflammation) and folliculitis (i.e., hair follicle inflammation). General symptoms are insomnia (i.e., persistent difficulties to sleep) and restlessness. A considerable proportion of children suffer from loss of appetite, weight loss, irritability, emotional instability, and enuresis (i.e., inability to control urination).Pinworms cannot damage the skin, and they do not normally migrate through tissues. However, in women they may move onto the vulva and into the vagina, from there moving to external orifice of the uterus, and onwards to the uterine cavity, fallopian tubes, ovaries, and peritoneal cavity. This can cause vulvovaginitis, i.e. an inflammation of the vulva and vagina. This causes vaginal discharge and pruritus vulvae, i.e., itchiness of the vulva. The pinworms can also enter the urethra, and presumably, they carry intestinal bacteria with them. According to Gutierrez (2000), a statistically significant correlation between pinworm infection and urinary tract infections has been shown, however Burkhart & Burkhart (2005) maintain that the incidence of pinworms as a cause of urinary tract infections remains unknown. Incidentally, one report indicated that 36% of young girls with urinary tract infection also had pinworms.Dysuria (i.e., painful urination) has been associated with pinworm infection.The relationship between pinworm infestation and appendicitis has been researched, but there is a lack of clear consensus in the matter: while Gutierres (2005) maintains that there exists a consensus that pinworms do not produce the inflammatory reaction, Cook (1994) states that it is controversial whether pinworms are causatively related to acute appendicitis, and Burkhart & Burkhart (2004) state that pinworm infection causes symptoms of appendicitis to surface."
"Cryptosporidiosis","Symptoms appear from two to ten days after infection, with an average of 7 days, and last for up to two weeks, or in some cases, up to one month. There are 3 possible forms of the illness in immunocompetent people. The disease can be tragic or cause acute diarrhea or persistent diarrhea that can last for a few weeks. Diarrhea is usually watery with mucus. It is very rare to find blood or leukocytes in the diarrhea.As well as watery diarrhea, there is often stomach pains or cramps and a low fever. Other symptoms include nausea, vomiting, malabsorption and dehydration. The individuals who are asymptomatic (have no symptoms) are nevertheless infective, and thus can pass on the infection to others. Even after symptoms have finally subsided an individual is still infective for some weeks.Severe diseases, including pancreatitis, can occur.Immunocompromised people, as well as very young or very old people, can develop a more severe form of cryptosporidiosis. There are 4 clinical presentations for patients with AIDS. 4% have no symptoms, 29% have a transient infection, 60% have chronic diarrhea, and 8% have a severe, cholera-like infection. With transient infections diarrhea ends within 2 months and Cryptosporidium is no longer found in the feces. Chronic diarrhea is diarrhea that lasts for 2 or more months. The most severe form results in the patients excreting at least 2 liters of watery diarrhea per day. They can lose up to 25 liters per day. AIDS patients can have up to 10 stools per day. They experience severe malabsorption and can have 10% weight loss. Many of them never completely eliminateCryptosporidium from their bodies.When Cryptosporidium spreads beyond the intestine, as it can predominantly in patients with AIDS, it can reach the lungs, middle ear, pancreas, and stomach. Thus, one symptom is pain in the right upper quadrant. The parasite can infect the biliary tract, causing biliary cryptosporidiosis. This can result in cholecystitis and cholangitis."
"Tetanus","Tetanus often begins with mild spasms in the jaw muscles—also known as lockjaw. The spasms can also affect the chest, neck, back, abdominal muscles, and buttocks. Back muscle spasms often cause arching, called opisthotonos. Sometimes the spasms affect muscles that help with breathing, which can lead to breathing problems.Prolonged muscular action causes sudden, powerful, and painful contractions of muscle groups, which is called  tetany . These episodes can cause fractures and muscle tears. Other symptoms include drooling, excessive sweating, fever, hand or foot spasms, irritability, swallowing difficulty, and uncontrolled urination or defecation.Mortality rates reported vary from 48% to 73%. In recent years,[when?] approximately 11% of reported tetanus cases have been fatal. The highest mortality rates are in unvaccinated people, people over 60 years of age or newborns.The incubation period of tetanus may be up to several months, but is usually about eight days. In general, the further the injury site is from the central nervous system, the longer the incubation period. The shorter the incubation period, the more severe the symptoms. In neonatal tetanus, symptoms usually appear from 4 to 14 days after birth, averaging about 7 days. On the basis of clinical findings, four different forms of tetanus have been described.This is the most common type of tetanus, representing about 80% of cases. The generalized form usually presents with a descending pattern. The first sign is trismus, or lockjaw, and the facial spasms called risus sardonicus, followed by stiffness of the neck, difficulty in swallowing, and rigidity of pectoral and calf muscles. Other symptoms include elevated temperature, sweating, elevated blood pressure, and episodic rapid heart rate. Spasms may occur frequently and last for several minutes with the body shaped into a characteristic form called opisthotonos. Spasms continue for up to four weeks, and complete recovery may take months. Sympathetic overactivity (SOA) is common in severe tetanus and manifests as labile hypertension, tachycardia, dysrhythmia, peripheral vasculature constriction, profuse sweating, fever, increased carbon dioxide output, increased catecholamine excretion and late development of hypotension. Death can occur within four days.This is a form of generalized tetanus that occurs in newborns. Infants who have not acquired passive immunity because the mother has never been immunized are at risk. It usually occurs through infection of the unhealed umbilical stump, particularly when the stump is cut with a non-sterile instrument. Neonatal tetanus is common in many developing countries and is responsible for about 14% (215,000) of all neonatal deaths, but is very rare in developed countries.This is an uncommon form of the disease, in which patients have persistent contraction of muscles in the same anatomic area as the injury. The contractions may persist for many weeks before gradually subsiding. Local tetanus is generally milder; only about 1% of cases are fatal, but it may precede the onset of generalized tetanus.This is a rare form of the disease, occasionally occurring with otitis media (ear infections) in which C. tetani is present in the flora of the middle ear, or following injuries to the head. There is involvement of the cranial nerves, especially in the facial area."
"Karelian Fever","na"
"New World Phleboviruses","Phleboviruses are class V viruses with a segmented negative-strand RNA genome. The genome comprises 3 segments, one of which uses an ambisense coding strategy. The small segment (S) codes for the viral N protein and a non structural protein, NSs. The medium sized segment (M) codes for a precursor of the viral glycoproteins and non-structural components. The product of the largest segment (L) is the viral RNA polymerase.They cause symptoms ranging from short self limiting fevers, such as pappataci fever, to encephalitis and fatal haemorrhagic fever."
"Trichostrongyliasis","The majority of human infections are asymptomatic or associated with mild symptoms. Symptomatic individuals may experience abdominal pain, nausea, diarrhea, flatulence, dizziness, generalized fatigue, and malaise. Eosinophilia is frequently observed. Infections with a heavy worm burden can lead to anemia, cholecystitis, and emaciation."
"Legionellosis","Patients with Legionnaires' disease usually have fever, chills, and a cough, which may be dry or may produce sputum. Some patients also have muscle aches, headache, tiredness, loss of appetite, loss of coordination (ataxia), and occasionally diarrhea and vomiting. Confusion and impaired cognition may also occur, as can a so-called 'relative bradycardia', i.e. low or low normal heart rate despite the presence of a fever. Laboratory tests may show that patients' renal functions, liver functions and electrolytes are deranged, including hyponatremia. Chest X-rays often show pneumonia with bi-basal consolidation. It is difficult to distinguish Legionnaires' disease from other types of pneumonia by symptoms or radiologic findings alone; other tests are required for diagnosis.Persons with Pontiac fever experience fever and muscle aches without pneumonia. They generally recover in 2 to 5 days without treatment. The time between the patient's exposure to the bacterium and the onset of illness for Legionnaires' disease is 2 to 10 days; for Pontiac fever, it is shorter, generally a few hours to 2 days."
"Louping Ill","na"
"Metagonimiasis","Metagonimiasis is most commonly caused by one of the two smallest flukes known to infect man, Metagonimus yokagawai, also called the Japanese fluke. More rarely, metagonimiasis can arise from infection with M. takahashii or M. miyatai. Recent studies analyzing the DNA of the three agents causing metagonimiasis found that DNA sequencing supports M. yokagawai and M. takahashii be placed in the same clade, and phylogenic tree analysis supports their genetic similarity. M. miyatai, however, was found to be more genetically distinct, and the authors concluded it should be nominated as a separate species. An additional study examining karyotype data on the three disease-causing agents also supported the nomination of M. miyatai as a separate species.Trematodes are one class of phylum Platyhelminthes from the order Digenia and are generally referred to as flukes. Metagonimiasis is of the family Herterophyidae.The main symptoms are diarrhea and colicky abdominal pain. Because symptoms are often mild, infections can often be easily overlooked but diagnosis is important. Flukes attach to the wall of the small intestine, but are often asymptomatic unless in large numbers. Infection can occur from eating a single infected fish source. Peripheral eosinophilia is associated especially in early phase. When present in large numbers, can cause chronic intermittent diarrhea, nausea, and vague abdominal pains. Clinical complaints can also include lethargy and anorexia. In acute metagonimiasis, clinical manifestations are developed only 5–7 days after infection. Heavy infection has also been associated with epigastric distress, fatigue, and malaise.Occasionally, flukes invade the mucosa and eggs deposited in tissue may gain access to circulation. This can then lead to eggs embolizing in the brain, spinal cord, or heart. Granulomas may form around eggs and can cause seizures, neurologic deficits, or cardiac insufficiency.An interesting case in Japan found Diabetes Mellitus (DM) to be a sign of chronic infection with intracerebral hemorrhages as the acute sign of aggravation. Two months after administering the appropriate drug, Praziquantel, the ICHs were gone, as was the man's Diabetes Mellitus. This unique case shows the potential of additional symptoms associated with metagonimiasis that are still unknown."
"Japanese Spotted Fever","na"
"Erythrasma","The patches of erythrasma are initially pink, but progress quickly to become brown and scaly (as skin starts to shed), which are classically sharply demarcated. Erythrasmic patches are typically found in intertriginous areas (skin fold areas - e.g. armpit, groin, under breast). The slightly webbed spaces between toes (or other body region skin folds) can be involved, making it difficult to distinguish from various Tinea. The patient is commonly otherwise asymptomatic. The diagnosis can be made on the clinical picture alone. However, a simple side-room investigation with a Wood's lamp is additionally useful in diagnosing erythrasma. The ultraviolet light of a Wood's lamp causes the organism to fluoresce a coral red color, differentiating it from other bacterial infections and other skin conditions. (fungal infections will also be fluorescent)"
"Sporotrichosis","Cutaneous or skin sporotrichosisPulmonary sporotrichosisDisseminated sporotrichosis"
"Tropical Pulmonary Eosinophilia","A persistent or recurrent cough that gets aggravated at night, weakness, weight loss and a low fever raises the possible diagnosis of this disease. Some children with this disease may also have enlarged lymph nodes in the neck and elsewhere. Others may cough up a little blood and may also have a wheeze."
"Salmonellosis","The bacterium induces responses in the animal it is infecting, and this typically causes the symptoms, rather than any direct toxin produced. Symptoms are usually gastrointestinal, including nausea, vomiting, abdominal cramps, and bloody diarrhea with mucus. Headache, fatigue, and rose spots are also possible. These symptoms can be severe, especially in young children and the elderly. Symptoms last generally up to a week, and can appear 12 to 72 hours after ingesting the bacterium.After bacterial infections, reactive arthritis (Reiters syndrome) can develop. In sickle-cell anemia, osteomyelitis due to Salmonella infection is much more common than in the general population. Though Salmonella infection is frequently the cause of osteomyelitis in sickle-cell anemia patients, it is not the most common cause; the most common cause remains Staphylococcus infection."
"Barmah Forest disease","Symptoms include fever, malaise, rash, joint pain, and muscle tenderness. Fever and malaise generally disappear within a few days to a week, but other symptoms such as joint pain may continue for six months or longer.The Barmah forest virus causes similar symptoms as the Ross River virus, though they usually persist longer in persons infected with the latter."
"Meliodosis","In the subgroup of patients where an inoculating event was noted, the mean incubation period of acute melioidosis was 9 days (range 1–21 days). Patients with latent melioidosis may be symptom free for decades; the longest period between presumed exposure and clinical presentation is 62 years. The potential for prolonged incubation was recognized in US servicemen involved in the Vietnam War, and was referred to as the  Vietnam time-bomb . There is a wide spectrum of severity; in chronic presentations, symptoms may last months, but fulminant infection, particularly associated with near-drowning, may present with severe symptoms over hours.A patient with active melioidosis usually presents with fever. Pain or other symptoms may be suggestive of a clinical focus, which is found in around 75% of patients. Such symptoms include cough or pleuritic chest pain suggestive of pneumonia, bone or joint pain suggestive of osteomyelitis or septic arthritis, or cellulitis. Intra-abdominal infection (including liver and/or splenic abscesses, or prostatic abscesses) do not usually present with focal pain, and imaging of these organs using ultrasound or CT should be performed routinely. In one series of 214 patients, 27.6% had abscesses in the liver or spleen (95% confidence interval, 22.0% to 33.9%). It has been suggested that B. pseudomallei abscesses have a characteristic  honeycomb  or  swiss cheese  architecture (hypoechoic, multi-septate, multiloculate) on CT.There are regional variations in disease presentation: parotid abscesses characteristically occur in Thai children but this presentation has only been described once in Australia. Conversely, prostatic abscesses are found in up to 20% of Australian males but are rarely described elsewhere. An encephalomyelitis syndrome is recognised in northern Australia.Patients with melioidosis usually have risk factors for disease, such as diabetes, thalassemia, hazardous alcohol use or renal disease, and frequently give a history of occupational or recreational exposure to mud or pooled surface water. However, otherwise healthy patients, including children, may also get melioidosis.In up to 25% of patients, no focus of infection is found and the diagnosis is usually made on blood cultures or throat swab. Melioidosis is said to be able to affect any organ in the body except the heart valves (endocarditis). Although meningitis has been described secondary to ruptured brain abscesses, primary meningitis has not been described. Less common manifestations include intravascular infection, lymph node abscesses (1.2–2.2%), pyopericardium and myocarditis, mediastinal infection, and thyroid and scrotal abscesses and ocular infection.Chronic melioidosis is usually defined by a duration of symptoms greater than 2 months and occurs in approximately 10% of patients. The clinical presentation of chronic melioidosis is protean and includes such presentations as chronic skin infection, skin ulcers and lung nodules or chronic pneumonia, closely mimicking tuberculosis, sometimes being called  Vietnamese tuberculosis . Chronic melioidosis can mimic tuberculous pericarditis."
"Ascariasis","As larval stages travel through the body, they may cause visceral damage, peritonitis and inflammation, enlargement of the liver or spleen, and a verminous pneumonitis. The worms in the intestine may cause malabsorption and anorexia which contribute to malnutrition. The malabsorption may be due to a loss of brush border enzymes, erosion and flattening of the villi, and inflammation of the lamina propria. The worms can occasionally cause intestinal blockage when large numbers get tangled into a bolus or they may migrate from the small intestine, which may require surgery. More than 796 Ascaris lumbricoides worms weighing up to 550 g  were recovered at autopsy from a 2-year-old South African girl. The worms had caused torsion and gangrene of the ileum, which was interpreted as the cause of death.In many parts of the world ascariasis is endemic. Many patients are diagnosed accidentally. Sometimes the worm blocks the Ampulla of Vater or goes into the main pancreatic duct resulting in acute pancreatitis with raised serum levels of Amylase and Lipase. Occasionally they can travel through the Billiary tree and even into the gallbladder causing Acute Cholangitis or Acute Cholecystitis. Ascaris takes most of its nutrients from the partially digested host food in the intestine. There is some evidence that it can secrete anti-enzymes, presumably to protect itself from digestion by the hosts' enzymes.In Canada in 1970, a postgraduate student tainted his roommates' food with Ascaris lumbricoides. Four of the victims became seriously ill; two of these suffered acute respiratory failure.Ascariasis may result in allergies to shrimp and dustmites due to the shared antigen, tropomyosin, though this has not been confirmed in the laboratory.Ascaris have an aversion to some general anesthetics and may exit the body, sometimes through the mouth."
"Rotavirus Infection","Rotavirus gastroenteritis is a mild to severe disease characterised by vomiting, watery diarrhoea, and low-grade fever. Once a child is infected by the virus, there is an incubation period of about two days before symptoms appear. Symptoms often start with vomiting followed by four to eight days of profuse diarrhoea. Dehydration is more common in rotavirus infection than in most of those caused by bacterial pathogens, and is the most common cause of death related to rotavirus infection.Rotavirus A infections can occur throughout life: the first usually produces symptoms, but subsequent infections are typically mild or asymptomatic, as the immune system provides some protection. Consequently, symptomatic infection rates are highest in children under two years of age and decrease progressively towards 45 years of age. Infection in newborn children, although common, is often associated with mild or asymptomatic disease; the most severe symptoms tend to occur in children six months to two years of age, the elderly, and those with compromised or absent immune system functions. Due to immunity acquired in childhood, most adults are not susceptible to rotavirus; gastroenteritis in adults usually has a cause other than rotavirus, but asymptomatic infections in adults may maintain the transmission of infection in the community."
"Leishmaniasis -cutaneous","Post kala-azar dermal leishmaniasis (PKDL) is a recurrence of Kala-azar that may appear on the skin of affected individuals up to 20 years after being partially treated, untreated or even in those considered adequately treated. In Sudan they can be demonstrated in up to 60% of treated cases. They manifest as hypo-pigmented macules, papules, nodules, or facial erythema. Though any organism causing Kala-azar can lead to PKDL, it is commonly associated with L. donovani which gives different disease patterns in India and Sudan. In the Indian variant, nodules enlarge with time and form plaques but rarely ulcerate, but nodules from the African variety often ulcerate as they progress. Nerve involvement is common in African variety but rare in Indian subcontinent. Histology demonstrates a mixture of chronic inflammatory cells; there can be macrophage or epitheloid granuloma. Parasite concentration is not consistent among studies, perhaps reflecting low sensitivity of diagnostic methods used in earlier entries.Current approach to diagnosis involves 1. demonstration of parasite by microscopy, in vitro culture or animal inoculation; 2. immuno-diagnosis of parasite antigen; 3. detection of parasite DNA in tissue. Newer PCR based tools have higher sensitivity and specificity. Emergence of PKDL has been reported in HIV affected individuals  and may become a problem in future.Sodium stibogluconate (SSG) alone or in combination with rifampicin is used for the treatment of PKDL for a long course of up to 4 months. Compliance can be an issue for such a long course.Mucocutaneous leishmaniasis is the most feared form of cutaneous leishmaniasis because it produces destructive and disfiguring lesions of the face. It is most often caused by Leishmania (Viannia) braziliensis, but cases caused by L. aethiopica have also been rarely described.Mucocutaneous leishmaniasis is treated with long courses (e.g. 30 days) of pentavalent antimonials in a high dose (20 mg/kg). This may fail to cure up to 42% of patients. Even in those patients who achieve an apparent cure, as many as 19% will relapse. Several drug combinations with immunomodulators have been tested, for example, a combination of pentoxifylline (inhibitor of TNF-α) and a pentavalent antimonial at a high-dose for 30 days in a small-scale (23 patients) randomised placebo-controlled study from Brazil achieved cure rates of 90% and reduced time to cure, a result that should be interpreted cautiously in light of inherent limitations of small-scale studies. In an earlier small-scale (12 patients) study, addition of imiquimod showed promising results which need yet to be confirmed in larger trials."
"Intra-abdominal abscess","na"
"Rickettsialpox","The first symptom is a bump formed by the bite, eventually resulting in a black, crusty scab. Many of the symptoms are flu-like including fever, chills, weakness and achy muscles but the most distinctive symptom is the rash that breaks out, spanning the infected person's entire body."
"Metorchiasis","na"
"Spotted Fevers-Old World","na"
"Mayaro","The MAYV infection is characterized by fever, headache, myalgia, rash, prominent pain in the large joints, and association with rheumatic disease, but these signs and symptoms are unspecific to distinguish from other Arbovirus. The MAYV infection can be confirmed by laboratory testing such us virus isolation, RT-PCR and serology. The virus isolation in cell culture is effective during viremia. RT-PCR helps to identify virus. Serology tests detect antibodies like IgM and the most common assay is IgM-capture enzyme-linked immunosorbant assays (ELISA). This test usually requires a consecutive retest to confirm increasing titers. While the IgG detection is applied for epidemiology studies"
"Malignant Otitis Externa","Pain is the predominant complaint and the only symptom directly related to the severity of acute external otitis. Unlike other forms of ear infections, the pain of acute external otitis is worsened when the outer ear is touched or pulled gently. Pushing the tragus, the tablike portion of the auricle that projects out just in front of the ear canal opening, also typically causes pain in this condition as to be diagnostic of external otitis on physical examination. Patients may also experience ear discharge and itchiness. When enough swelling and discharge in the ear canal is present to block the opening, external otitis may cause temporary conductive hearing loss.Due to the fact that the ear and throat are often interconnected, irritation (whether it be in inflammation or a scratching sensation) is normal. However, excessive throat symptoms may likely point to the throat as the cause of the pain in the ear rather than the other way around.Because the symptoms of external otitis lead many people to attempt to clean out the ear canal (or scratch it) with slim implements, self-cleaning attempts generally lead to additional trauma of the injured skin, so rapid worsening of the condition often occurs."
"Ockelbo Disease","na"
"Toxocariasis","Physiological reactions to Toxocara infection depend on the host’s immune response and the parasitic load. Most cases of Toxocara infection are asymptomatic, especially in adults. When symptoms do occur, they are the result of migration of second stage Toxocara larvae through the body.Covert toxocariasis is the least serious of the three syndromes and is believed to be due to chronic exposure. Signs and symptoms of covert toxocariasis are coughing, fever, abdominal pain, headaches, and changes in behavior and ability to sleep. Upon medical examination, wheezing, hepatomegaly, and lymphadenitis are often noted.High parasitic loads or repeated infection can lead to visceral larva migrans (VLM). VLM is primarily diagnosed in young children, because they are more prone to exposure and ingestion of infective eggs.Toxocara infection commonly resolves itself within weeks, but chronic eosinophilia may result. In VLM, larvae migration incites inflammation of internal organs and sometimes the central nervous system. Symptoms depend on the organ(s) affected. Patients can present with pallor, fatigue, weight loss, anorexia, fever, headache, rash, cough, asthma, chest tightness, increased irritability, abdominal pain, nausea, and vomiting. Sometimes the subcutaneous migration tracks of the larvae can be seen. Patients are commonly diagnosed with pneumonia, bronchospasms, chronic pulmonary inflammation, hypereosinophilia, hepatomegaly, hypergammaglobulinaemia (IgM, IgG, and IgE classes), leucocytosis, and elevated anti-A and –B isohaemagglutinins. Severe cases have occurred in people who are hypersensitive to allergens; in rare cases, epilepsy, inflammation of the heart, pleural effusion, respiratory failure, and death have resulted from VLM.Ocular larva migrans (OLM) is rare compared with VLM. A light Toxocara burden is thought to induce a low immune response, allowing a larva to enter the host’s eye. Although there have been cases of concurrent OLM and VLM, these are extremely exceptional. OLM often occurs in just one eye and from a single larva migrating into and encysting within the orbit. Loss of vision occurs over days or weeks. Other signs and symptoms are red eye, white pupil, fixed pupil, retinal fibrosis, retinal detachment, inflammation of the eye tissues, retinal granulomas, and strabismus. Ocular granulomas resulting from OLM are frequently misdiagnosed as retinoblastomas.Toxocara damage in the eye is permanent and can result in blindness.A case study published in 2008 supported the hypothesis that eosinophilic cellulitis may also be caused by infection with Toxocara. In this study, the adult patient presented with eosinophilic cellulitis, hepatosplenomegaly, anemia, and a positive ELISA for T. canis."
"Hantavirus pulmonary syndrome","Prodromal symptoms include flu-like symptoms such as fever, cough, myalgia, headache, lethargy and shortness-of-breath, which rapidly deteriorates into acute respiratory failure. It is characterized by the sudden onset of shortness-of-breath with rapidly evolving pulmonary edema; it is often fatal despite mechanical ventilation and intervention with potent diuretics. It has a fatality rate of 50%."
"Argentine Hemorrhagic Fever","AHF is a grave acute disease which may progress to recovery or death in 1 to 2 weeks. The incubation time of the disease is between 10 and 12 days, after which the first symptoms appear: fever, headaches, weakness, loss of appetite and will. These intensify less than a week later, forcing the infected to lie down, and producing stronger symptoms such as vascular, renal, hematological and neurological alterations. This stage lasts about 3 weeks.If untreated, the mortality of AHF reaches 15–30%. The specific treatment includes plasma of recovered patients, which, if started early, is extremely effective and reduces mortality to 1%. Ribavirin has also shown some promise in treating arenaviral diseases.The disease was first detected in the 1950s in the Junín Partido in Buenos Aires, after which its agent, the Junín virus, was named upon its identification in 1958. In the early years, about 1,000 cases per year were recorded, with a high mortality rate (more than 30%). The initial introduction of treatment serums in the 1970s reduced this lethality.The Candid #1 vaccine for AHF was created in 1985 by Argentine virologist Dr. Julio Barrera Oro. The vaccine was manufactured by the Salk Institute in the United States, and became available in Argentina in 1990.Candid #1 has been applied to adult high-risk population and is 95.5% effective. On 29 August 2006 the Maiztegui Institute obtained certification for the production of the vaccine in Argentina. A vaccination plan is yet to be outlined, but the budget for 2007 allows for 390,000 doses, at AR$8 each (about US$2.6 or €2 at the time). The Institute has the capacity to manufacture, in one year, the 5 million doses required to vaccinate the entire population of the endemic area.Between 1991 and 2005 more than 240,000 people were vaccinated, achieving a great decrease in the numbers of reported cases (94 suspect and 19 confirmed in 2005).The Junín vaccine has also shown cross-reactivity with Machupo virus and, as such, has been considered as a potential treatment for Bolivian hemorrhagic fever."
"Bartiella and Intermicapsifer","na"
"Japanese Encephalitis","Japanese encephalitis has an incubation period of 5 to 15 days and the vast majority of infections are asymptomatic: only 1 in 250 infections develop into encephalitis.Severe rigors mark the onset of this disease in humans. Fever, headache and malaise are other non-specific symptoms of this disease which may last for a period of between 1 and 6 days. Signs which develop during the acute encephalitic stage include neck rigidity, cachexia, hemiparesis, convulsions and a raised body temperature between 38–41 °C (100.4–105.8 °F). Mental retardation developed from this disease usually leads to coma.Mortality of this disease varies but is generally much higher in children. Transplacental spread has been noted. Lifelong neurological defects such as deafness, emotional lability and hemiparesis may occur in those who have had central nervous system involvement. In known cases some effects also include nausea, headache, fever, vomiting and sometimes swelling of the testicles.Increased microglial activation following JEV infection has been found to influence the outcome of viral pathogenesis. Microglia are the resident immune cells of the central nervous system (CNS) and have a critical role in host defense against invading microorganisms. Activated microglia secrete cytokines, such as interleukin-1 (IL-1) and tumor necrosis factor alpha (TNF-α), which can cause toxic effects in the brain. Additionally, other soluble factors such as neurotoxins, excitatory neurotransmitters, prostaglandin, reactive oxygen, and nitrogen species are secreted by activated microglia.In a murine model of JE, it was found that in the hippocampus and the striatum, the number of activated microglia was more than anywhere else in the brain closely followed by that in the thalamus. In the cortex, number of activated microglia was significantly less when compared with other regions of the mouse brain. An overall induction of differential expression of proinflammatory cytokines and chemokines from different brain regions during a progressive JEV infection was also observed.Although the net effect of the proinflammatory mediators is to kill infectious organisms and infected cells as well as to stimulate the production of molecules that amplify the mounting response to damage, it is also evident that in a nonregenerating organ such as brain, a dysregulated innate immune response would be deleterious. In JE the tight regulation of microglial activation appears to be disturbed, resulting in an autotoxic loop of microglial activation that possibly leads to bystander neuronal damage.In animals, key signs include infertility and abortion in pigs, neurological disease in horses and systemic signs including fever, lethargy and anorexia."
"Mycobacteriosis-M. scrofulaceum","na"
"Sindbis","na"
"Conjunctivitis-viral","na"
"Cyclosporiasis","na"
"Necrotizing skin/soft tissue infection","Over 70% of cases are recorded in patients with at least one of the following clinical situations: immunosuppression, diabetes, alcoholism/drug abuse/smoking, malignancies, and chronic systemic diseases. For reasons that are unclear, it occasionally occurs in people with an apparently normal general condition.The infection begins locally at a site of trauma, which may be severe (such as the result of surgery), minor, or even non-apparent. Patients usually complain of intense pain that may seem excessive given the external appearance of the skin. Patients initially present with signs of inflammation, pyrexia and tachycardia. With progression of the disease, often within hours, tissue becomes progressively swollen, the skin becomes discolored and develops blisters. Crepitus may be present and there may be discharge of fluid, said to resemble  dish-water . Diarrhea and vomiting are also common symptoms.In the early stages, signs of inflammation may not be apparent if the bacteria are deep within the tissue. If they are not deep, signs of inflammation, such as redness and swollen or hot skin, develop very quickly. Skin color may progress to violet, and blisters may form, with subsequent necrosis (death) of the subcutaneous tissues.Furthermore, patients with necrotizing fasciitis typically have a fever and appear very ill. Mortality rates have been noted as high as 73 percent if left untreated. Without surgery and medical assistance, such as antibiotics, the infection will rapidly progress and will eventually lead to death."
"Ebola","Manifestation of Ebola begins with a sudden onset of an influenza-like stage characterized by general malaise, fever with chills, arthralgia, myalgia, and chest pain. Nausea is accompanied by abdominal pain, diarrhea, and vomiting. Respiratory tract involvement is characterized by pharyngitis with sore throat, cough, dyspnea, and hiccups. The central nervous system is affected as judged by the development of severe headaches, agitation, confusion, fatigue, depression, seizures, and sometimes coma.Cutaneous presentation may include: maculopapular rash, petechiae, purpura, ecchymoses, and hematomas (especially around needle injection sites). Development of hemorrhagic symptoms is generally indicative of a negative prognosis. However, contrary to popular belief, hemorrhage does not lead to hypovolemia and is not the cause of death (total blood loss is low except during labor). Instead, death occurs due to multiple organ dysfunction syndrome (MODS) due to fluid redistribution, hypotension, disseminated intravascular coagulation, and focal tissue necroses.The mean incubation period, best calculated currently for EVD outbreaks due to EBOV infection, is 12.7 days (standard deviation = 4.3 days), but can be as long as 25 days.All patients show some extent of coagulopathy and impaired circulatory system symptomology. Bleeding from mucous membranes and puncture sites is reported in 40–50% of cases, while maculopapular rashes are evident in approximately 50% of cases. Sources of bleeds include hematemesis, hemoptysis, melena, and aforementioned bleeding from mucous membranes (gastroinestinal tract, nose, vagina and gingiva). Diffuse bleeding, however, is rare, and is usually exclusive to the gastrointestinal tract."
